the_review,year,month
The cord is way too long it and it gets tangled up because it is so long and sometimes it cuts out so I can only hear in one ear and I have to fiddle with the cord to try and fix it. The mic cancels most noise but the headset does not cancel any noise and since I have a fan on I can hear it with my headset on and it gets annoying while I’m trying to game.,2022,09
"Not good at all but I did pay cheap for it.  Uncomfortable, sound is not that good and a short mic. I wouldn’t buy again.",2022,09
Bought for gaming. Took great care of them Ans out them up everyday once he was finished. 2 days after the 30 day return window closed; they no longer work,2022,09
Everyone says I sound far away or in a tunnel,2022,09
"Noise canceling is okay, I heard from friends that the sound quality is kind of bad but for a kid/teen or if it's a first headset, it's good for the price.",2022,09
"It is very good in sound quality,noise Cancellation",2022,09
This does not work with my PS4. Will be returning.,2022,09
"This product is very disappointing and the advertising for it is suspect. While it states that it is compatible with the Nintendo Switch and X Box One systems, the microphone is not compatible with either, unless you pay and extra $30+ for an adapter to make the microphone work. The worst thing though, is the return window: you have like 3 weeks to return it, then you are stuck with it. I spent two weeks trying to get it to work and figuring out whether it was worth it to pay for the adapter. Now I am stuck with these useless things. Very, very disappointing. It is definitely worth it to pay more money for a better product that is ACTUALLY compatible with the systems it says it is compatible with.",2022,09
"So the sound quality is pretty great, but the mic seems to be picking up voices from the games I play. I have to lower the dialogue volume (if that is an option, if not I have to turn down the whole game's volume) to get the mic to not pick it up through the headphones. Perhaps if the mic was further away from the headphones, but because it is so short it seems to pick up voices from games or videos really easily.EDIT: So the mute toggle on the cord does not prevent this audio pickup from the mic. It completely stops my voice and sounds from my environment, but it somehow is still picking up voices from games or videos, even when the mute toggle is on.",2022,09
"I turn it up to max and it’s just not loud enough for me, I do however like the flowing pink on the sides.",2022,09
These were really nice in the beginning. I don’t use my headset often for personal reasons. Somehow this magically has a short in it. The sound was never that great and always static like anyway.,2022,09
"Best headset I’ve bought so far. My first real headset, my last one I’ve had for years and was the only one i had since i got my ps4 so i was nervous to get another one. This one is even better. Only sad part is i can’t get it to light up",2022,09
Its only been like a month and it has a short in it. Its been like this since i got it but i thought it would stop but it didnt.,2022,09
Stop working after a month or so idk why people can hear me but cant hear them bought July 12 Stop working September 6 if u looking at this buy a Astro10 instead,2022,09
"Mic stopped working after 1 use, bought it in advance for a birthday and I can’t return it. Fun.",2022,09
"Overall underwhelming headset. Given it’s a cheap price sure it could meet your needs. I don’t like that the ear muffs don’t turn so its kind of uncomfortable to wear, can’t imagine wearing these for long periods of time. The chord connector is obnoxiously long, unless this is something you’re looking for. Mic settings/ mute is all basic controls which is expected with a lower price point mic. Overall, not practical for long term use in my opinion. Will be returning.",2022,09
"My son said they worked well for a couple of hours...  then they stopped working(no sound, couldnt talk).",2022,08
10/10!,2021,03
My little brother got these for his birthday and absolutely loves them. He takes em with him everywhere lol. I haven’t actually played with em but the one time I had them on they seemed pretty comfortable. As for noise canceling the boy can’t hear a damn thing when he’s playing his games so I’d be willing to wager they do a good job at that.,2022,09
Plugs didn’t work for computer or phone very quiet when they would work,2022,09
"Very much worth it for the price, mic and sound is better than some expensive ones I’ve bought. Would definitely buy again.",2022,09
"The sound still works, but the mic broke within a week. Defeats the purpose of a gaming headset.",2022,09
"I love these headphones , there are super great fro my gaming and music as well",2022,09
"2nd set now that the mic doesn’t work, I need my money back",2022,09
It deserves 0 stars for not working. I can't hear my game at all. Super uncomfortable. Too expensive to not work,2022,09
Hello,2022,09
Got them for my nephew. He said he likes them. Just have to see how long they lay because he’s rough on them.,2022,09
It works but the sound quality isn’t good at all so i can barely hear and the mic doesn’t work so i can’t talk to my friends while playing witch is the only reason i got it,2022,09
Best quality best price,2022,09
"My high function ASD high schoolrr loves these.  He wears them to game ad whe he's doing homework.  He listend to music on low to take away anxiety of noise around him, yet can still hear someone speaking to him.  Great product!",2022,09
Works great for our daughter.,2022,09
The sound quality is fair and mic works fine.  The feel is very plastic and light.,2022,09
I disliked everything about he headset,2022,09
"The noise cancellation is great, I had these headphones for a little over a year before my dog thought it'd be cute to chew through the extra thick braiding on the cord. I would recommend trying these if you're on a budget.",2022,09
"The controller needs to be close to the PS4 because of the short length of the cable. I can't even adjust the length of it, sos I have to play extremely close to the tv and ps4 and it's uncomfortable to hold.",2022,09
These headphones are nice to look at but the microphone sucks. Most gamers of any level or even someone who needs to use it for Zoom conferences needs a decent quality mic. This is not that. The positive reviews must only be focused on the sound and the look. Just got these a couple hours ago and will be returning smh,2022,09
"These lasted just long enough for the return window to close. The sound quality and everything about them were actually GREAT while it lasted. The first thing to go was the mic . I’m guessing it was fine at first then my teammates started to say “ hey your mic is garbage” “ it sounds terrible mute your mic” . . . Then after the mic started going,  the end of the plug is now slipping out of the jack all the time and the sound from the speakers almost is starting to sound “clipping” . If these lasted a year or so I would say great buy but they didn’t . They lasted like a month or less.",2022,08
"Terrible, sounds goes and comes, you have to move the cable around to get the sound back to both ears",2022,08
Was a good headset while it lasted. These lasted for maybe three months before they stopped working.,2022,08
Only used a few times and microphone not detectedThe headphones also use too much pressure on my ears compared to other headphones,2022,08
There great headset,2022,08
"Used for my grandson ps4, but Audio doesn't work,  his friends can't  hear him",2022,08
"I enjoyed these headphones and they are amazing for this price. I recommend for people who need headphones before pro headphones! :)  Though it doesn't cancel all background noise, it helps alot.",2022,08
Head set broke not good cord,2022,08
This product is trash bought two for my kids neither even work properly !! One you can’t hear sound other set the person can’t hear you. What a waste !!!,2022,08
In this price range these headphones are top notch.  Replaced my former pair (same Brand) with these and have no complaints.,2022,08
"What I liked about the headphones is they are good for my games. If there is bass or low tones, the headphones feel like they shake a bit. However the headphones are only OK when cancelling noise. I can still hear some vehicles drive by outside. It is my own fault for not reading the description carefully. But what I do not like about the headphones is that they need a USB attachment and you have to plug it in for the lights. The USB thats attached to it as a cord is really short. But over all I like them",2022,08
"Great price, they work just fine. They fit well. I am not a picky person so I thought they were perfect for gaming, discord, etc.",2022,08
I use this for occasionally gaming with some buddies. They constantly complain they can hardly hear me. I’ve only used the headset a few times and microphone does not work well. Wish I could return but I’m beyond the 30 days.,2022,08
Poorly made,2022,08
"Mic does NOT work on the switch you can only hear, but they cannot hear you when you speak",2022,08
Way to quiet but comfortable tho,2022,08
It’s good for a pinch. It doesn’t have the best quality. Also it’s not for console gaming. The led lights needs to be hooked up to a USB in order to light up. I wouldn’t recommend if you want to play on console. I ended up going back to turtle beach 🤷🏾‍♀️,2022,08
Does not work with xbox x?,2022,08
"Mic quality is terrible, people can hardly hear me through it",2022,08
My son loves his new headphones,2022,08
"You get what you paid for. This headset probably is good for gaming, but I bought it to use for my work video conferences, and people complain about the quality of my voice over Microsoft Teams. I will need to get a higher quality headset. Edit: The seller contacted me with an offer of $30 gift card, if I remove my review.",2022,08
Microphone died within a week of receiving. Returned for a refund and shelled out the monies for a Turtle Beach instead.,2022,08
great,2022,08
"So the blue light won’t work unless you plug into additional usb power device. Kind of lame, I mean 7 year old kid was sad as it showed them blue but I guess my fault not reading more. Should just be battery would last forever  being ledAnyways it tried them on and they do block some noise. The sound is pretty good, he loves them. I would recommend as they are cheap and I haven’t tried anything else.",2022,08
Came in a timely manner and sound awesome! Very comfortable,2022,08
"Bad quality. Microphone does not work, if you touch the cord at all, the headphones don’t work. Do not recommend.",2022,08
"The audio quality and fit are pretty nice, however, a key feature I needed was a mic built into the headset.The gain on the mic is maybe 2% making it completely inaudible.  Loud blowing into the mic brings it up to an audible level on playback but far from a normal interaction when conversing.I will continue to use my very old Logitech mic which is far superior in audio capture.",2022,08
Love the overall look! Love how it can light up for when I play at night. The Noise cancellation is awesome! Really great product I invested in,2022,08
Sounds break up. It's not loud. Says Xbox One compatible but it's not. Cheap quality.,2022,08
Keeps sliding off and not much adjustable.,2022,08
"I have a fan and this mic picks it up which is good and bad but Id get for 15, definitely not 30. The price is not worth it tbh.",2022,08
"Headphones are great with amazing sound quality, decent noise cancellation, and I would say it’s good for gaming. I did realize when it’s at full volume you can hear it from a distance and sadly the lights don’t rly work bc the wire that makes the light turn on doesn’t reach when I’m also try to use the headphones.",2022,08
Opening for your ears to small and hurt after wearing for a few min,2022,08
The cord for the lights is not long enough to reach across the laptop and plug into the OSB once the jack for sound is plugged in.,2022,08
This headset worked well until just outside the return window. Worked great when it wasn't broken. DON'T TRUST THE 5 STARS.,2022,08
"I just purchased this headset because my old one crapped out on me.  I can hear sounds fine, but even at max volume it's really quiet.  When I tested the mic by doing a short recording in Audacity, it was super quiet and sounded like I was inside a well covered by a blanket when speaking at a normal inside volume.  I used a different program to rectify this kind of.  The mic is now better volume, but still sounds like crap.  I guess it technically does what it's supposed to, but even for only thirty-ish bucks this headset is not great.  Probably just going to buy a different one and keep this one as a backup in case I need it.  The only real pro of the headset is that it's decently comfortable.  Bottom line, I don't recommend this thing.  I've spent less on better quality headsets before.",2022,08
I bought this headset for my grandson July 5th and the microphone stopped functioning August 21st. He only used the headset six times!!! Ridiculous.,2022,08
Great for gaming,2022,08
Great price,2022,08
Microphone doesnt work,2022,08
arrived with a dead microphone. sent it back.,2022,08
"Decent enough sound quality, but I already have quality headphones for audio. The product is borderline unusable because whenever I use push to talk feature it just plays whatever sounds it making back into the mic as input. My friends cannot hear me, all they can hear is game sound/whatever song I have on. Laughably terrible ""feature"".  It'd almost be better if it just didn't input anything.",2022,08
"We’re very happy with headset except it stopped working after only 2 months, which was very disappointing.",2022,08
"Sad that you can’t get anything from China that works for more than a month these days. It’s getting to be ridiculous at this point. Bought these for my kid, and like clockwork they broke precisely after the 30 day warranty was up. No sound output at all. Maybe I just have horrible luck, but it seems like if it says Made In China on it and you use it with any type of regularity, it’s gonna take a dump prematurely. These things aren’t work $5. Not to mention that it’s a huge ordeal if you want the lights to work and you’re playing on a console. Avoid these turds at all cost. I’ve heard that the company is impossible to get ahold of anyways, so I’m not going to waste my time.",2022,08
Noise cancellation sucks,2021,09
Does not actually work with anything remotely resembling a modern PC.  It still has auto Jacks,2022,08
"i love these headphones! just got them yesterday and im in love!!! its so hard for me to find headpphones that dont squeeze my ears and give me headaches these bad boys do the job perfectly , the sound is a perfect level if u dont like super loud headphones but you still get to enjoy the sound proof quality for yourself!!!! get them!",2022,08
Better than the $60-$100 headsets I’ve bought definitely buying these from now on I use on Xbox series x,2022,08
Excellent,2022,08
good for kids if u a true gamer don't waste your money volume is low even when u turn them up to the max,2022,08
"I had brought the headphones bcuz one,  blue is my favorite colors and two, they were supposed to light up when you plugged  them in, also the noise cancellation….well, I plugged them in and I could still hear the noise and could not hear the ppl whom I was playing with very VERY disappointed 🥲",2022,08
Waste of money. Only worked for a week then died.  Left it alone for a few days thinking maybe I just over used it cause it was cheap.,2022,08
"My son wanted in headphones I choose to order this, when his playing with Nintendo switch nobody can’t hear him.",2022,08
These headphones are great! The sound quality is excellent! I can't put the volume all the way up it just gets too loud. The length of the cord is plenty long enough to be able to move around at the desk,2022,08
"They are designed with a 3.5 mm jack and a USB cable.  My gaming laptop has an output 3.5 mm port and an input port for the mic.  I normally use only USB headphones which is what I thought this headset was.  Apparently, the USB only powers the lights.  USELESS!!!  I will never buy from this company again.  They got my money, which is all they were after.",2022,08
"This is a great back up set for when your good headset breaks. the more you use this one the worse it gets. at first it sounded great the glowed very bright, but after a few months there was a lot of feed back in the mic and the surround sound didn't work at all. made gaming hard without being able to hear call outs.",2022,08
"Provides the best sound quality and noise cancellation for their price, highly highly recommend",2022,08
"Microphone doesn’t work, useless",2022,08
These headphones are awful. Static every time you move. Not worth $30 rather spend $50 and get something decent,2022,08
Good mic qualityPretty pink colorUsed by 9 year old girl,2022,08
The design is nice but these headsets aren’t worth it. It use to light up when plugged in and play sounds loudly when I first got it but not anymore. The sound has to much bass and staticky. From the beginning the microphone would not work despite following the instructions to turn it on so I just used it for work to hear notifications when I stepped away. My computer won’t recognize the headset anymore even when the lights are turned on. Just a prop now.,2022,08
I purchased this gaming headset to that I could work on my computer (and play Skyrim) while my wife watched our television in the next room.  My wife loved the LED lights on the headset!  I loved the great sound and noise cancellation.,2022,08
The have great sound and work what I need them for also the shipping was quick,2022,08
They love them. Use them all time,2022,08
My son loves them but unfortunately they stopped working after 6 months,2022,08
Could not get it to work for my son's PC. missed the return window :(,2022,08
When they worked they were great. But the randomly stopped working about one year after purchasing,2022,08
I bought this headset in May 2022 and loved it...Up until now in August and the mic barely works. Seems as though the internal mute switch is stuck on. Worked great up until this point so I'm very disappointed.,2022,08
The microphone stopped working after the 10th day. Sent them back and bought another brand.,2022,08
Audio is inconsistent and cuts out. Mic also sounds like garbage.,2022,08
"Bad audio, broken mic, flimsy, big, and you can hear the audio even with them on. Horrible headset, would not recommend",2022,08
"and for the prices, probably the best buy I have ever gotten for gaming headphones. These fit an adult head and kid says they are comfortable. Sound is good too.",2022,08
"I wrote this because my friends think I spent a lot more money than I did on this. On a nightly basis I have a box fan blowing directly on me, and I like to watch stuff on my tablet, while hanging out with my friends in voice chat. None of them knew I had a fan on and the tablet 6 inches from my face is also not heard. This is a really great value.",2022,08
So happy I bought two of this headphones!,2022,08
My Mic stopped,2022,08
Does not come off his head.,2022,08
They work great feel great on,2022,08
"There is so much unnecessary wiring, really excessive amount of weight for mic on/off, and volume +/-. False picture advertisement no blue light are in. Not worth the money.",2022,08
I have an xbox 1 and the volume does work but how come my friends can’t hear me?,2022,08
It didn't work for my xbox series X!! I put in the adapter and still didn't work!,2022,08
"These work great, good shutting out noises, they sound great, you can tell the suround sound, good bass, only down side to me, is they seem to be made for laptop, cause the the USB cord for the lights is super short for controller use, you could put one of those power bars on it button it just hangs there, other then that, great buy",2022,08
It works really well,2022,08
Love the color and the sound and ability to talk with ease as I game.,2022,08
Its a great product,2022,08
"The headphones are made for children's heads. the earpieces don't cover an adult's ears.The plastic and shape of the headset itself feels cheap and breakable.The microphone quality is atrocious, and makes anyone speaking through it sound like the stereotypical kid screaming into a mic on fortnite.",2022,08
Does not work with the PS4 and they are not well made. the ear ad came off almost right away and they don’t even work well with the computer. In order to have sound you need a 3mm jack which the PS4 does not have the USB seems to be a power source for the brilliant blue lights. I don’t recommend these at all. The lights are nice but NOT worth it since they don’t do what they should.,2022,08
"I purchased this as an admittedly cheap headset just have something to use until I could afford a better one, and within 2 weeks of owning it the headset stopped working - would not be detected at all by any of my PCs. I had Amazon replace it with another one and that 2nd one failed the exact same way less than 48 hours later. Unreal! I would advise anyone looking for a headset to look elsewhere. Terrible, cheap, awful product!",2022,08
My son loves these for using with his tablet or plugging into the Nintendo Switch.,2022,08
The cord is very long for use with a Xbox controller.  If the usb isn’t used it’s just in the way.  Is not plug and play on PC.,2022,08
I can still hear my PS4 I thought the noise cancelation would have been better and the mic quality is a little muffled but everything else is great,2022,08
I got these for my boyfriend’s birthday & he loves them. They for sure noise cancel because I have to scream at him for him to hear me. You would have to connect the light usb to a power source if you’re not gaming on a computer but works great for his daily use.,2022,08
My grandson was so excited to use them with his Playstation 4,2022,08
Ordered this for my 12-year-old son. The second he opened it he could tell it was junk but he tried to give it a fair shot. Both my boys are really big into gaming and they said that this is pier crap. The microphone doesn’t work at all he can’t talk to any of his friends. I’d return it but my time is more valuable than this item. If your kid is little and he doesn’t have any friends to talk to this might last a week or two. But besides that he was pretty upset. I wouldn’t buy it if I were you I had to order him a different set so just my opinion. If you don’t know what you’re looking for don’t get this ( mom doesn’t know),2022,08
"These headphones are comfortable and the noise cancelling is great. The sound quality is also very good both through the headphones and through the mic, the only issue is the wires. It's impossible to use the lights through the USB and plug in the headphone jack at the same time on my laptop because the USB and headphones inserts are on opposite sides and the wire isn't long enough, which is really irritating when the actual wire is very long and its just the split wires part that's too short. The extender they give with the product also seems cheap. The sound through the headphones with the extender is completely messed up to the point of it being unusable. None of these problems are with the headphones itself, so I still gave 5 stars, but it's annoying that I can't use every feature included. Honestly the product is a solid 4.5 stars.",2022,08
Decent for the price.  It works as described.,2022,08
Bought as a gift and seemed to be received well. Love the color,2022,08
"It literally barely works, no one on discord can hear anything I say just the faintest whispering, had to go back to my old mic",2022,08
Good,2022,08
"I have trouble getting it to keep up good audio. Sometimes it's ok, but it's been going downhill steadily for a year.Mic has only one axis of rotation, so I can't get it closer to my mouth. That's part of the issue, but only part.It's also not very comfy, as the spring force is too strong and the earmuffs too firm.Overall they are cheap and they feel like it and sound like it. I would get something better were I you.",2022,08
Mic cut out periodically and it serves the bare minimum but it stopped working after a month of Use,2022,08
"The sound is awesome, very lightweight, however the microphone is very poor quality and no one can hear me, so waste of money for my purposes, bummer it’s a cool unit, just wished it worked.",2022,08
I recently just bought this headset for my Xbox when I went to test it out. The wire was way to long for gaming and when I tried using it all I can hear are cracks every time I talk. Don’t buy this ever go for a different pair.,2022,08
Great,2022,08
I was using these headphones for my laptop and sound only comes from one ear and no matter what I do it does not work and the audio plays out of the headphones when plugged in,2022,08
Not the best,2022,08
Item defective,2022,08
"The sound quality is good, but I keep accidentally pressing the scroll down on the sound. Also, for my pc the mic is absolutely terrible no one can hear me at all. For pc, get a different headset!",2022,08
"Hello, these headphones didn't last more than 8 months, there is no audio. I am disappointed in the quality and would have thought these would have lasted longer.",2022,08
I have had many headsets and the sound from this headset is terrible nothing like what they have posted or advertised I highly do not recommend these for gaming,2022,08
"Definitely a good product for the price. The only thing I wish is that I could go slightly louder on some games. Other than that, they’re comfortable and keep out excess noise for sure.",2022,08
Awesome headset wouldn't go back to anybrand under 100 dollars to replace this one amazing deal,2022,08
Great product. Works good. Durable. Sounds good.,2022,08
Bought it for Father's day he loves it,2022,08
Overall happy with product,2022,08
"This lasted barely 4 months and microphone is broken. 1 ear speaker still works, other speaker is broken. This is low quality junk. Pay a little extra and get something that works.",2022,08
"just spend 10 dollars more, this is a terrible quality mic and speakers.",2022,08
These headphones are worth the money. Clear and durable (they get dropped a lot). Will definitely buy again.,2022,07
I think they sound fine they were pretty nice and do the job at a great price,2022,07
"I use this to keep out the noise that goes on in my house. I live with 3 kids, so it can get quite noisy around me, and these do a good job with keeping the noise out.",2022,07
Within minutes of putting them on I had to take them off because they were crushing my ears on the temples of my glasses.  I returned them immediately.,2022,07
I liked the quality for gaming and the sound quality is great for what we needed it for. My son uses it for school and for leisure such as playing games and watching youtube.,2022,07
Grandson loves him,2022,07
"Purchased 5/28, received it worked. My son used it for few days but was afraid to tell me that it stopped working just after 3 days of use. Unfortunately, the return window ended. But it is completely useless. Tested it and mic does not work. Super upset rn!",2022,07
Great purchase for a gamer,2022,07
i was hoping for much more sound than i got. mic is...ok,2022,07
Ok for gaming. The sound is already failing on one side. Very disappointed.,2022,07
"This is the fifth item I purchased on prime day that is as good as trash. Cheaply made, poor quality, not easily adjustable. Definitely not noise cancelling.",2022,07
 By far my favorite headset.,2022,07
"I bought one of the used headphones, said it was in great condition just the packaging was different. When I tried to talk with my friends I couldn’t hear them and the mic was not working no matter what I did, terrible quality and an overall nuisance to use.",2022,07
Could not get product to work. And the cord was too long,2022,07
Good,2022,07
"This gaming headset does not light up when you play, this “ONLY” lights up when plugged in to the USB for Charging ONLY. I initially bought it because I thought the led would show when I’m gaming which is the main purpose but I was wrong. Plus the cables are way to short to have it plugged in and the surround system is bad. Wouldn’t recommend buying this cheap mic.",2022,07
"THIS IS NOT A BLUETOOTH PRODUCT, EVEN THOUGH IT SHOWS UP IN RESULTS AS BLUETOOTH.",2022,07
"The microphone barely detects audio if you're talking at a volume any less than screaming, painfully uncomfortable to wear with glasses, and the sound quality isn't much better than my old headset which I've had for 4 years. Even for only $30 I expected something I could use for at least 5 minutes before it gave me a headache.",2022,07
Just opened the package and doesn’t even work,2022,07
The Mic is good and the sound quality is also good.,2022,07
Does work for ps5 controller . Just doesn’t have a plug to light up,2022,07
"I've had these for a little over four years now and I have had no problems with them at all.  Mic is great, sound is great, volume control is easy.  There are blue lights in the headset that light up if you plug the USB portion in for power.  They are everything I need/want in a headset.Edit:I've used these exclusively with playstation/Xbox consoles over the past 4 years with no problems, but recently I've started using them for PC gaming as well and for some reason the mic does not work with PC. Sound coming through the headphones is still fine though.",2022,07
Sound is great. Mic is great. Everything about these headphones are top notch. They even light up and I didn’t know that. I was so excited when I got them in the mail! So cute and so high quality!,2022,07
You can hear the Xbox audio in headphones but TV sound still plays.,2022,07
"I got my headset a few days after I ordered it and it turned out that one side is not working so I notified them and right then and there they replaced it with a Red one(as I requested because it just goes along with my computer, no questions asked. the headset looks AWESOME! I love the lights.Anyway, besides the awesome lights, this has got to be one of the most decent(sound-wise/quality) and most awesome-looking headsets out there, and for a very sweet price. I mean a price like that for a headset like this is very cheap. I repeat...the price is very cheap for what this headphone's worth.If you're a gamer and do not want to spend a crap ton of money for a decent headset, you might want to try this.",2022,07
" No stuffing in the box to keep the product for bouncing around in the box. Which came with dents all in it. Which can cause the product to become damaged in transit. It seems like an issue they could easily address.It advertised sound quality that it could not deliver on. The sound quality is terribly poor. It sounded like I was listening to the TV instead of a headset. Even though the sound was coming from the headset. This is with the volume on the headset turned all the way up.It was advertised as a headset that can be used with gaming consoles. You need a USB for the lights, but the chord for that is splits from the aux input and the chord is only ≈8 inches after the split. Meaning if you're using a controller your not able to enjoy the full experience of the headset, because you would need to be have the controller ≈8 inches from the USB source. Not to mention, the lights aren't as bright as advertised in the pictures.It advertising noise isolating mic. Personal testing found this to be false. Not only could I hear the video I was listening to on YouTube, but I could hear my air conditioning in the background. Not what I would call noise isolation.Some people said the headset was too small. I found it to be too big in my experience. Either that, or they are just too loose because of the padding quality on the ears. I can shake my head slightly and it'll fall right off. When I game I like to immerse myself in the game. Which might mean small quick movements and leaning side to side. That would cause the headset to fall off your head. Watch video for demonstration.Speaking of the padding on the ears, that might be what causes this headset to not be noise cancelling. My JBL ear buds have more noise cancelling capabilities than this headset does. I could still hear when someone opened the front door to my building while playing my game.I will be returning these and requesting a refund.",2022,07
Hubby says these are more comfy to wear than the $100 ones I bought him last Christmas. He plays COD and said that they cancel out the noise of the household going on around him and he's able to wear them for several hours without them hurting his ears or head at all.,2022,07
Sounds ok. Does decent but after 1 month my friends can't hear me correctly. I sound fuzzy and broken to them but the game audio is ok. I'm using it on a Xbox series x,2022,07
Sound quality (speaking and hearing) are excellent but definitely not meant for consoles. The USB and Aux jack are right next to each other! So no LED lights for console players.,2022,07
Stopped working two days after we received them but the customer service is amazing.,2022,07
"Amazing headset but my only complaint is the people talking to me in discord were hearing themselves talk through the headset and into my mic back to them, so I had to work on and fix that. Beside that no complaints",2022,07
"I can't attest to how noise-canceling they are or the sound quality. My kids took them out of the box & hated how short the mic was. So I returned them. Otherwise, I think they would've worked just fine. But we had headphones like these at one point in time (supposedly) & bc the mic is too short (it doesn't come fully at the mouth) - others you're gaming with have a hard time hearing you. This is a review from a kid gamer who SHOUTS at everyone so I'm sure that if they can't hear you bc the mic is too far away then that's gospel truth in gaming land.",2022,07
I’m not sure how to set it up so my son can use the mic on his Nintendo switch?,2022,07
"The sound it good, and people can hear me on video calls.  What I don't like is the fit on my head.  I have a big head and when I pull it open to put on (stretch just a little) I feel like the plastic is about to break.  Also the hard plasic isn't a great fit and feels kind of odd.  I probably should have returned them, but needed them for work so I kept them. People can hear me and I can deal with it since I am not on calls all day.",2022,07
He loves them,2022,07
I purchased this headset for my son and they don't work at all.,2022,07
Had to throw it away because the metal part that goes into the computer came out,2022,07
I actually just bought this for my online meetings and phone calls done via my laptop. They work fine for that.,2022,07
Very disappointed.  My daughter was extatic about getting these. Only to be disappointed in quality and. difficulty hearing with the volume up. Don't waste your,2022,07
"I bought 2 of these headphones for my kids, one came in none working condition and got replaced, however after using more than 1 month both stopped working and return window is over. Please avoid buying!!!",2022,07
The sound quality is on par maybe slightly better than other units in this price point.  Easy to wear not heavy at all.  The noise canceling is not the best but was not expecting anything crazy good.  Works well for the kids when gaming. The lights give it that wow factor for the kids.  No issues here.,2022,07
Great product. Very loud. Can't hear no outside noise. Very heavy duty. 5 star all the way. Highly recommend.,2022,07
Gaming,2022,07
My son loves it. The LED light only works if you use the headset with a computer or laptop.,2022,07
Only headset that’s lasted more than a month. Finally!!!!,2022,07
My son is using for gaming on a ps4.,2022,07
"I purchased these for my nephew and they are absolutely amazing!!! Great headphones for gaming, will definitely order another for myself.",2022,07
they were cheap and not comfy at all,2022,07
Treat them with care for 7 months and they’re already broken. Only one side of the headphones work. Keeps going in and out. Super frustrating as a gamer.,2022,07
Not worth it,2022,07
Low quality and barely can hear anything. I had to get a return cause it was worthless,2022,07
just perfect,2022,07
"Wow. The headset has incredible sound, base will make your belly shake. Not all ambient noise is cancelled, but I can't hear the TV and talking in the background. All that for under $20.",2022,07
"Great audio,just breaks wayy too easy. Have to buy a pair like once a month.. Time to find a different,better brand.",2022,07
"These are my very first pair of headphones for gaming. So far, I love them! I haven't had them long enough to give more details, but I will update for sure.",2022,07
This is the perfect headset for gaming. Great product for the price‼️,2022,07
"After a month, the cord has malfunctioned and sounds is now choppy",2022,07
"Within a couple of weeks from purchase, the connection seems to cut out. No one can hear me and I can't hear anyone. Trying to play a video game, not ""can you hear me now?"".",2022,07
My son loves it n still has it,2022,07
"My son’s old headset was on its last leg. He loves this one, especially the retractable microphone.",2022,07
"Didn't see that the LED lights only work with the usb, and I bought it for Xbox.... so no lights. all the wires and stuff make it look clumpy.",2022,07
Purchased to of these for myself and wife. For the price can’t complain had them for few months as of now still operating fine,2022,07
"This is a decent headset if you're using it for PC gaming. There is no noise cancelation. The loudest volume is not that loud to be honest. The LED lights needs the USB to be plugged in which is on the wire next to the plug you would put into your controller. You can use it for Playstation or Xbox but you can't use LED unless you have some sort of attachment on your controller with a USB port. I guess I should have expected this since it wasn't too expensive although for this product I think the price is a lot. This is equivalent to a 15 dollar headset based on sound quality, no noise cancelation and the LED lights not being able to be plugged in especially if you're playing on Playstation.",2022,07
"I've had many headsets over the years and this one's sound quality is right up there with the best of the mid-priced headsets; however, the quality of the outgoing sound from the microphone is horrible. I have played with the same group of friends and they can barely tolerate the sound of my voice when playing. I've tried tweaking the voice settings on my computer and have been unable to fix it. When using my old headset, there aren't any issues. Other than microphone quality, the headset it above average.",2022,07
I bought this at the end of April and it's already acting up. I have to move it in a certain way for me to hear it,2022,07
"Advertised as compatible with the Switch.Then you get the product, and the instruction booklet says mic isn’t compatible - and it’s not, the mic WILL NOT work when using with a Switch. Sent back and finding something else for my son.",2022,07
My son needed a new pair of gaming headphones and these were a steal! Great price for great quality. My son loves them and said they’re better than his last pair.,2022,07
"I've bought this headset multiple times now, it is very good for the price, but it has a few problems. The sound quality and microphone are good, but the headset it not very comfortable for long gaming sessions, and it is prone to breaking after constant use, would recommend to anyone looking for a cheap headset.",2022,07
Did work perfect bought it for my boyfriend in May now is July and is acting up with the noise in the headset.,2022,07
ear muffs feel cheap and after an hour it just feels weird on you head. Solid pass,2022,07
"it’s works fine but honestly i would suggest a better quality one, it fits weirdly around the head but the sound quality is fine. you get what you pay for basically",2022,07
"These headphones stopped working after 2 days. The 3.5mm headphone jack is also loose, and not a good fit.Don’t throw the packaging away!",2022,07
They are of quality construction and withstand the constant on/off.  Very good product.,2022,07
"I like this headset a lot and I use it primarily. I have two grievances: the cord and the mic. The cord is extremely long (good), but it gets tangled up with itself very easily and is difficult to fix. The mic is poor quality. Everything else about it is good.",2022,07
Works great,2022,07
Must be connected to console to light up but other than that great for the price. Volume was tricky to find but it does adjust.,2022,07
Packaging was damaged and looked used.,2022,07
Son loves playing with his friends and enjoys the sound quality of the headset. he uses it on a ps4.,2022,07
" (Bought for gentle PC gamer girl)This headset is a pretty good one I would say. The microphone kind of sounds like you’re talking on a toaster so I would recommend getting a separate mic setup if you’re planning to use these for streaming or making videos. The volume control is located on the cord, the only complaint I have is that it occasionally gets stuck in the arm of my chair and lowers itself. The lights are not colored it looks to just be regular LED lights in a plastic casing so if you’re buying these for someone who rages at games they could very easily break them.",2022,07
Better then $80 set!! Highly recommend 10/10!,2022,07
Works great,2022,07
good as expected.,2022,07
